label
8
0
8
0
0
8
0
14
8
0
0
0
8
0
8
0
0
14
8
8
0
0
8
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
8
8
6
0
8
3
0
0
0
0
0
0
0
8
14
3
3
6
14
14
8
8
3
8
3
3
3
6
3
3
3
3
3
3
3
8
0
0
0
0
3
0
0
8
8
3
3
3
3
3
3
3
8
3
3
0
14
3
14
3
3
14
3
6
14
3
3
3
8
3
3
3
9
14
9
14
14
6
14
14
6
6
8
6
6
3
6
0
3
3
3
6
8
8
3
0
6
3
0
6
14
14
14
6
6
6
14
8
3
14
14
6
6
7
3
6
0
3
8
6
14
6
3
14
9
3
0
14
3
3
3
3
8
8
6
6
6
3
3
8
6
6
3
3
6
3
3
0
0
3
6
3
3
14
3
8
6
3
8
3
6
8
8
3
3
9
3
3
6
3
8
6
9
3
3
8
14
6
6
3
8
8
8
3
0
3
0
14
9
6
14
8
0
14
9
8
8
14
3
3
0
7
8
9
7
3
9
3
9
9
3
7
9
3
3
3
6
6
3
3
3
3
3
3
3
3
3
7
3
14
0
14
14
9
9
14
9
0
3
3
9
3
14
3
3
3
3
0
8
3
3
3
3
3
14
8
8
9
3
8
8
7
3
14
14
6
6
3
3
9
8
3
3
3
8
3
3
9
0
3
3
3
6
3
3
0
3
3
8
8
0
9
8
3
9
3
0
8
3
3
0
9
3
6
8
3
3
8
3
0
9
3
6
6
3
3
14
3
8
9
3
3
9
3
3
3
3
3
14
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
0
3
3
3
3
3
7
3
8
3
6
3
8
3
3
3
3
3
3
3
9
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
0
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
14
3
0
14
3
14
3
14
3
3
3
3
3
0
3
14
3
3
14
7
8
6
3
0
6
0
8
8
6
9
6
3
7
6
6
3
6
3
6
0
7
14
14
14
14
3
14
14
14
14
14
14
14
14
14
14
0
8
6
6
3
3
7
6
14
14
14
14
14
6
14
14
14
14
14
14
6
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
6
3
7
8
0
3
7
3
7
14
3
7
3
14
7
7
3
7
14
14
14
14
14
3
14
8
8
14
3
3
7
7
3
3
7
3
9
3
6
3
3
3
7
7
7
3
3
3
0
3
3
14
3
3
3
3
9
3
3
3
3
3
9
9
3
3
3
3
3
3
9
3
9
8
3
8
6
9
9
9
0
3
6
9
7
3
9
9
8
6
8
9
7
3
9
6
3
3
3
3
3
3
3
6
3
3
3
9
3
6
3
3
3
8
9
6
9
6
3
3
3
3
6
9
6
6
0
9
3
0
3
9
9
3
9
9
9
9
9
9
9
3
9
9
9
3
3
3
0
9
8
9
6
0
9
6
8
6
9
3
9
3
9
9
6
0
0
3
9
3
3
9
6
3
8
3
3
3
0
9
3
0
6
9
3
9
3
3
3
3
9
3
3
8
3
8
3
3
9
3
3
8
3
8
9
0
14
9
6
6
8
8
3
3
9
3
14
8
0
8
3
3
3
3
3
8
8
3
9
8
9
3
8
0
6
3
3
3
0
9
0
14
3
8
3
0
8
0
8
14
9
9
9
0
9
9
8
8
8
9
3
8
8
8
9
8
8
3
3
6
9
8
9
14
9
8
8
9
8
9
3
8
8
9
6
0
