label
0
9
16
10
9
7
0
3
7
8
18
8
12
7
17
12
12
7
1
4
9
8
7
5
8
1
9
17
17
19
8
12
0
5
8
0
14
11
14
4
14
17
7
3
7
15
5
8
10
3
18
19
11
1
14
9
5
15
12
3
19
9
3
0
18
8
5
9
8
3
0
6
15
9
9
3
12
9
5
5
8
9
0
9
14
18
19
0
5
17
14
17
16
17
5
19
15
5
9
19
7
0
3
3
19
7
11
19
0
17
3
7
16
5
13
12
8
8
5
5
3
5
5
5
7
17
5
19
8
19
3
0
0
9
1
17
17
0
9
7
12
9
0
19
17
18
19
14
13
0
8
19
9
1
9
8
0
5
3
14
3
9
14
13
9
0
7
15
3
7
18
7
3
7
18
8
9
7
0
12
15
17
5
0
6
3
5
9
7
5
5
0
14
18
7
7
10
6
1
10
12
8
19
5
1
15
19
15
8
5
9
9
9
7
3
17
1
9
17
7
7
9
16
8
9
7
0
12
19
8
3
0
8
7
8
3
18
9
12
7
8
19
0
5
9
9
14
19
5
9
19
14
19
18
19
0
5
0
0
18
5
7
11
7
7
13
15
5
17
14
3
3
18
18
14
5
7
15
18
15
7
5
7
17
14
19
0
14
1
0
18
18
12
0
3
13
3
13
8
3
7
9
9
17
14
3
7
17
5
7
0
15
5
14
5
9
17
19
7
0
0
0
0
14
0
9
9
18
0
3
14
9
0
14
9
8
18
3
7
9
5
11
10
9
6
13
19
14
3
18
9
1
12
7
19
9
11
7
18
8
3
19
6
8
14
7
5
17
15
17
0
5
9
13
1
7
9
18
9
19
7
14
18
5
3
3
5
5
14
9
7
8
12
9
9
19
17
0
15
14
0
9
11
9
5
7
19
5
9
9
13
14
1
17
7
7
13
8
0
16
7
19
7
0
14
9
8
14
9
19
19
5
3
19
5
18
16
17
5
0
3
0
0
7
19
8
18
19
13
0
9
14
19
8
9
0
9
19
7
0
10
3
7
8
7
15
14
5
5
5
19
0
8
0
0
12
19
9
9
1
9
8
8
0
8
8
5
0
12
18
0
14
12
3
7
15
3
5
17
15
19
5
16
14
9
3
10
17
0
9
9
19
8
17
3
17
17
7
7
10
5
7
17
7
13
9
3
9
7
9
9
8
9
15
0
13
10
8
5
19
9
7
17
1
12
17
10
5
17
15
5
5
9
7
15
11
0
7
8
11
14
3
11
9
5
7
3
17
5
3
15
1
7
17
0
7
10
14
0
13
9
0
8
5
5
8
9
7
9
15
8
8
16
14
6
18
8
5
19
9
15
0
9
13
9
13
19
5
11
9
3
14
8
6
7
17
8
0
9
19
3
12
7
7
5
9
7
6
12
8
16
7
9
18
16
5
8
9
5
9
9
3
0
7
5
5
5
14
16
0
19
13
14
7
7
0
6
9
5
19
7
14
1
3
9
13
6
16
7
7
3
13
7
3
7
0
7
1
7
8
16
5
3
11
13
8
11
7
19
8
5
5
17
9
5
7
1
5
17
0
3
8
0
3
14
3
0
19
12
0
12
6
14
3
5
8
5
17
17
17
3
18
5
18
15
17
0
9
13
17
0
17
7
5
5
17
1
3
19
1
18
7
7
5
12
3
1
8
19
18
3
14
17
17
7
7
9
14
14
14
7
11
19
9
9
13
12
3
0
5
5
19
0
8
9
19
9
11
3
8
3
7
10
16
13
7
3
14
8
3
17
14
12
3
9
9
3
3
3
5
3
5
5
19
14
1
0
15
5
9
7
16
17
7
17
0
8
0
9
6
9
17
19
5
9
7
19
6
1
5
5
0
9
0
8
0
5
3
9
19
19
18
15
0
19
11
15
19
0
5
17
0
14
19
11
19
9
16
12
9
0
9
9
9
0
18
12
14
7
17
7
8
5
18
5
7
9
3
19
8
8
16
0
0
15
3
5
15
15
5
19
11
14
9
18
9
5
9
7
7
17
15
8
3
7
8
15
8
5
3
7
14
7
5
14
16
19
15
18
5
14
9
7
0
3
7
5
12
7
14
11
9
12
5
3
14
9
11
9
18
0
0
8
7
3
3
14
11
11
0
9
12
3
18
3
1
8
14
18
0
7
1
5
5
0
11
14
12
5
12
17
5
12
0
3
8
17
3
7
14
9
18
0
19
0
8
12
5
16
5
9
14
17
16
13
18
14
19
3
5
7
15
9
3
0
0
8
13
12
12
9
19
5
7
17
0
0
9
17
3
5
16
14
9
5
12
14
5
11
7
17
10
5
11
7
19
18
15
12
7
9
0
8
5
8
8
13
14
3
12
18
19
3
14
1
15
0
8
12
0
7
3
0
18
3
11
9
11
0
9
7
9
5
3
8
5
7
0
14
19
18
7
19
9
15
8
19
0
17
18
11
8
16
19
1
5
13
3
11
3
7
9
3
9
0
15
5
15
13
1
5
12
1
5
3
13
5
5
7
9
19
8
9
0
17
13
5
5
17
3
9
3
5
3
14
9
7
8
11
5
7
3
15
3
13
18
15
8
7
9
7
5
7
5
3
12
15
14
5
18
14
17
7
8
14
18
8
1
5
9
5
12
7
5
17
13
19
7
7
15
0
6
7
8
18
9
19
18
5
14
5
1
1
5
13
18
5
5
0
9
9
3
12
5
19
5
7
3
11
3
16
5
13
3
5
0
0
8
14
11
8
14
5
14
7
8
0
7
8
13
3
5
17
3
8
19
1
5
13
17
9
7
11
1
5
5
0
5
5
14
5
7
3
5
3
9
3
3
14
17
13
3
18
18
7
9
3
15
9
0
10
0
7
13
8
0
0
11
5
5
17
8
10
3
9
5
0
7
7
5
9
5
0
9
18
3
8
5
8
3
18
7
5
8
0
8
5
8
0
9
16
18
0
15
18
14
12
8
8
3
7
17
18
10
5
0
16
3
8
8
7
7
